RA,NOME,REGIONAl,CodRegional,Marca,CodMarca,Campus,CodCampus
13135019,Cecília da Mata,Sudeste,4,IES ES,12,Campus ES 1,12
13135020,Vitória Carvalho,Sudeste,4,IES RJ,13,Campus RJ 1,13
13135021,Cauê Pinto,Sudeste,4,IES MG,14,Campus MG 1,14
13135022,Ana Sophia Moraes,Sul,5,IES RS,15,Campus RS 1,15
13135023,Maria Julia Teixeira,Sul,5,IES SC,16,Campus SC 1,16
13135024,Vitor da Rocha,Sul,5,IES PR,17,Campus PR 1,17
13135025,João Pedro Almeida,Norte,1,IES AM,1,Campus AM 2,18
13135026,Isaac Aragão,Norte,1,IES RR,2,Campus RR 2,19
13135027,João Lucas Castro,Norte,1,IES PA,3,Campus PA 2,20
13135028,Nicolas Lima,Nordeste,2,IES BA,4,Campus BA 2,21
13135029,Gustavo Henrique Almeida,Nordeste,2,IES RN,5,Campus RN 2,22
13135030,Stephany Rocha,Nordeste,2,IES SE,6,Campus SE 2,23
13135031,Isadora Almeida,Nordeste,2,IES AL,7,Campus AL 2,24
13135032,Gustavo Silva,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13135033,Kaique Moraes,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13135034,Srta. Lorena Almeida,Centro-Oeste,3,IES MT,10,Campus MT 2,27
13135035,Alice da Paz,Sudeste,4,IES SP,11,Campus SP 2,28
13135036,Sra. Heloísa Carvalho,Sudeste,4,IES ES,12,Campus ES 2,29
13135037,Caroline Pinto,Sudeste,4,IES RJ,13,Campus RJ 2,30
13135038,Sra. Alice Nogueira,Sudeste,4,IES SP,11,Campus SP 1,11
13135039,Davi Lucca Sales,Sudeste,4,IES ES,12,Campus ES 1,12
13135040,Otávio Silveira,Sudeste,4,IES RJ,13,Campus RJ 1,13
13135041,Nina Rocha,Sudeste,4,IES MG,14,Campus MG 1,14
13135042,Luiz Henrique Novaes,Sul,5,IES RS,15,Campus RS 1,15
13135043,Bárbara Martins,Sul,5,IES SC,16,Campus SC 1,16
13135044,Luiz Fernando Viana,Sul,5,IES PR,17,Campus PR 1,17
13135045,Nicolas Ferreira,Norte,1,IES AM,1,Campus AM 2,18
13135046,Dra. Bruna Costela,Norte,1,IES RR,2,Campus RR 2,19
13135047,Ana Clara Rocha,Norte,1,IES PA,3,Campus PA 2,20
13135048,Nathan Barbosa,Nordeste,2,IES BA,4,Campus BA 2,21
13135049,Eduarda Azevedo,Nordeste,2,IES RN,5,Campus RN 2,22
13135050,Vinicius Teixeira,Nordeste,2,IES SE,6,Campus SE 2,23
13135051,Elisa Nunes,Nordeste,2,IES AL,7,Campus AL 2,24
13135052,Carlos Eduardo da Rosa,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13135053,Ana Luiza Vieira,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13135054,Marcela Castro,Norte,1,IES AM,1,Campus AM 1,1
13135055,Daniela Nunes,Norte,1,IES RR,2,Campus RR 1,2
13135056,Rafaela Viana,Norte,1,IES PA,3,Campus PA 1,3
13135057,Ana Luiza da Rosa,Nordeste,2,IES BA,4,Campus BA 1,4
13135058,João Lucas Gonçalves,Nordeste,2,IES RN,5,Campus RN 1,5
13135059,Dr. Bryan da Mota,Nordeste,2,IES SE,6,Campus SE 1,6
13135060,Luana Oliveira,Nordeste,2,IES AL,7,Campus AL 1,7
13135061,Marina Viana,Centro-Oeste,3,IES GO,8,Campus GO 1,8
13135062,Marcos Vinicius Dias,Centro-Oeste,3,IES DF,9,Campus DF 1,9
13135063,Samuel das Neves,Centro-Oeste,3,IES MT,10,Campus MT 1,10
13135064,Srta. Alícia Carvalho,Sudeste,4,IES SP,11,Campus SP 1,11
13135065,Daniela da Costa,Sudeste,4,IES ES,12,Campus ES 1,12
13135066,Augusto Araújo,Sudeste,4,IES RJ,13,Campus RJ 1,13
13135067,Fernanda Silva,Sudeste,4,IES MG,14,Campus MG 1,14
13135068,Dr. Gabriel Vieira,Sul,5,IES RS,15,Campus RS 1,15
13135069,Bruno Cunha,Sul,5,IES SC,16,Campus SC 1,16
13135070,Dra. Gabrielly Cavalcanti,Sul,5,IES PR,17,Campus PR 1,17
13135071,Nina Rocha,Norte,1,IES AM,1,Campus AM 2,18
13135072,Kaique Rocha,Norte,1,IES RR,2,Campus RR 2,19
13135073,Marina Gonçalves,Norte,1,IES PA,3,Campus PA 2,20
13135074,Srta. Clarice Sales,Nordeste,2,IES BA,4,Campus BA 2,21
13135075,João Gabriel Oliveira,Nordeste,2,IES RN,5,Campus RN 2,22
13135076,Caroline Cunha,Nordeste,2,IES SE,6,Campus SE 2,23
13135077,Dra. Elisa da Mata,Nordeste,2,IES AL,7,Campus AL 2,24
13135078,Isabelly Cardoso,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13135079,Lívia Nogueira,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13135080,Sra. Letícia Rezende,Centro-Oeste,3,IES MT,10,Campus MT 2,27
13135081,Renan da Mata,Sudeste,4,IES SP,11,Campus SP 2,28
13135082,Pedro Henrique Nunes,Sudeste,4,IES ES,12,Campus ES 2,29
13135083,Sra. Mariana Barbosa,Sudeste,4,IES RJ,13,Campus RJ 2,30
13135084,Luna Farias,Sudeste,4,IES MG,14,Campus MG 2,31
13135085,Dr. Pedro Lucas da Cunha,Sul,5,IES RS,15,Campus RS 2,32
13135086,Joana da Mota,Sul,5,IES SC,16,Campus SC 2,33
13135087,Sabrina Mendes,Sul,5,IES PR,17,Campus PR 2,34
13135088,Yasmin da Rosa,Norte,1,IES AM,1,Campus AM 3,35
13135089,Guilherme Lopes,Norte,1,IES RR,2,Campus RR 3,36
13135090,Stella Pereira,Norte,1,IES PA,3,Campus PA 3,37
13135091,Maitê Ramos,Nordeste,2,IES BA,4,Campus BA 3,38
13135092,Srta. Sarah da Cunha,Nordeste,2,IES RN,5,Campus RN 3,39
13135093,Theo Aragão,Nordeste,2,IES SE,6,Campus SE 3,40
13135094,Joaquim da Costa,Nordeste,2,IES AL,7,Campus AL 3,41
13135095,Srta. Manuela Santos,Centro-Oeste,3,IES GO,8,Campus GO 3,42
13135096,Lara Costa,Centro-Oeste,3,IES DF,9,Campus DF 3,43
13135097,Bruno da Paz,Centro-Oeste,3,IES MT,10,Campus MT 3,44
13135098,Enrico Costa,Sudeste,4,IES SP,11,Campus SP 3,45
13135099,André da Rosa,Sudeste,4,IES ES,12,Campus ES 3,46
13135100,Arthur Caldeira,Sudeste,4,IES RJ,13,Campus RJ 3,47
13135101,Cauê Moraes,Sudeste,4,IES MG,14,Campus MG 3,48
13135102,Ana Pires,Sul,5,IES RS,15,Campus RS 3,49
13135103,Davi Peixoto,Sul,5,IES SC,16,Campus SC 3,50
13135104,Rafaela Martins,Sul,5,IES PR,17,Campus PR 3,51
13135105,Luana Viana,Norte,1,IES AM,1,Campus AM 4,52
13135106,Diogo Sales,Norte,1,IES RR,2,Campus RR 4,53
13135107,Paulo Campos,Norte,1,IES PA,3,Campus PA 4,54
13135108,Ana Laura Azevedo,Nordeste,2,IES BA,4,Campus BA 4,55
13135109,Murilo Martins,Nordeste,2,IES RN,5,Campus RN 4,56
13135110,Mariane Lima,Nordeste,2,IES SE,6,Campus SE 4,57
13135111,Mariana Freitas,Nordeste,2,IES AL,7,Campus AL 4,58
13135112,Yuri Almeida,Centro-Oeste,3,IES GO,8,Campus GO 4,59
13135113,Thiago da Cruz,Centro-Oeste,3,IES DF,9,Campus DF 4,60
13135114,Bruna Lima,Centro-Oeste,3,IES MT,10,Campus MT 4,61
13135115,Eduardo Porto,Sudeste,4,IES SP,11,Campus SP 4,62
13135116,Ana Beatriz Araújo,Sudeste,4,IES ES,12,Campus ES 4,63
13135117,Catarina Cavalcanti,Sudeste,4,IES RJ,13,Campus RJ 4,64
13135118,Ana Júlia Cardoso,Sudeste,4,IES SP,11,Campus SP 1,11
13135119,Srta. Ana Campos,Sudeste,4,IES ES,12,Campus ES 1,12
13135120,Luiz Otávio Fernandes,Sudeste,4,IES RJ,13,Campus RJ 1,13
13135121,Gustavo Gomes,Sudeste,4,IES MG,14,Campus MG 1,14
13135122,Benício Costela,Sul,5,IES RS,15,Campus RS 1,15
13135123,Laura da Rosa,Sul,5,IES SC,16,Campus SC 1,16
13135124,Sarah Correia,Sul,5,IES PR,17,Campus PR 1,17
13135125,Heloísa Martins,Norte,1,IES AM,1,Campus AM 2,18
13135126,Clarice Teixeira,Norte,1,IES RR,2,Campus RR 2,19
13135127,Milena Ribeiro,Norte,1,IES PA,3,Campus PA 2,20
13135128,Joaquim da Cruz,Nordeste,2,IES BA,4,Campus BA 2,21
13135129,Gustavo Henrique Lopes,Nordeste,2,IES RN,5,Campus RN 2,22
13135130,Srta. Joana Pires,Nordeste,2,IES SE,6,Campus SE 2,23
13135131,Leandro Novaes,Nordeste,2,IES AL,7,Campus AL 2,24
13135132,Alexia da Luz,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13135133,Vitória Ferreira,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13135134,Luiz Miguel Cavalcanti,Centro-Oeste,3,IES MT,10,Campus MT 2,27
13135135,Dra. Nicole Rodrigues,Sudeste,4,IES SP,11,Campus SP 2,28
13135136,Ana Laura Nogueira,Sudeste,4,IES ES,12,Campus ES 2,29
13135137,Francisco Fernandes,Sudeste,4,IES RJ,13,Campus RJ 2,30
13135138,Amanda da Rocha,Sudeste,4,IES SP,11,Campus SP 1,11
13135139,Sra. Kamilly Barbosa,Sudeste,4,IES ES,12,Campus ES 1,12
13135140,Mirella Fogaça,Sudeste,4,IES RJ,13,Campus RJ 1,13
13135141,Joana Dias,Sudeste,4,IES MG,14,Campus MG 1,14
13135142,Raul Porto,Sul,5,IES RS,15,Campus RS 1,15
13135143,Vicente Pires,Sul,5,IES SC,16,Campus SC 1,16
13135144,Raquel Novaes,Sul,5,IES PR,17,Campus PR 1,17
13135145,Theo da Cunha,Norte,1,IES AM,1,Campus AM 2,18
13135146,Helena Santos,Norte,1,IES RR,2,Campus RR 2,19
13135147,Fernanda da Mata,Norte,1,IES PA,3,Campus PA 2,20
13135148,Lucas Pereira,Nordeste,2,IES BA,4,Campus BA 2,21
13135149,Gabriel Teixeira,Nordeste,2,IES RN,5,Campus RN 2,22
13135150,Catarina Ferreira,Nordeste,2,IES SE,6,Campus SE 2,23
13135151,Isadora Nascimento,Nordeste,2,IES AL,7,Campus AL 2,24
13135152,Sra. Alícia Rezende,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13135153,Sr. Luiz Miguel Santos,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13135154,Dr. João Felipe Almeida,Norte,1,IES AM,1,Campus AM 1,1
13135155,Cauê Gomes,Norte,1,IES RR,2,Campus RR 1,2
13135156,Lucas Pires,Norte,1,IES PA,3,Campus PA 1,3
13135157,Rebeca da Cunha,Nordeste,2,IES BA,4,Campus BA 1,4
13135158,Dra. Daniela Pires,Nordeste,2,IES RN,5,Campus RN 1,5
13135159,Sra. Kamilly Pinto,Nordeste,2,IES SE,6,Campus SE 1,6
13135160,Lívia da Costa,Nordeste,2,IES AL,7,Campus AL 1,7
13135161,Theo da Paz,Centro-Oeste,3,IES GO,8,Campus GO 1,8
13135162,Sr. Daniel Martins,Centro-Oeste,3,IES DF,9,Campus DF 1,9
13135163,Dr. Anthony Ramos,Centro-Oeste,3,IES MT,10,Campus MT 1,10
13135164,Srta. Maysa Alves,Sudeste,4,IES SP,11,Campus SP 1,11
13135165,Valentina Costa,Sudeste,4,IES ES,12,Campus ES 1,12
13135166,Ana Luiza Rezende,Sudeste,4,IES RJ,13,Campus RJ 1,13
13135167,Luiz Miguel Dias,Sudeste,4,IES MG,14,Campus MG 1,14
13135168,Dra. Maysa Azevedo,Sul,5,IES RS,15,Campus RS 1,15
13135169,João Gabriel Rodrigues,Sul,5,IES SC,16,Campus SC 1,16
13135170,Ana Júlia da Luz,Sul,5,IES PR,17,Campus PR 1,17
13135171,Olivia Cunha,Norte,1,IES AM,1,Campus AM 2,18
13135172,Murilo Rezende,Norte,1,IES RR,2,Campus RR 2,19
13135173,Melissa da Mata,Norte,1,IES PA,3,Campus PA 2,20
13135174,Ana Vitória Lopes,Nordeste,2,IES BA,4,Campus BA 2,21
13135175,Francisco Silva,Nordeste,2,IES RN,5,Campus RN 2,22
13135176,Diogo Nogueira,Nordeste,2,IES SE,6,Campus SE 2,23
13135177,Milena Novaes,Nordeste,2,IES AL,7,Campus AL 2,24
13135178,Fernando Novaes,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13135179,Rebeca Cunha,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13135180,Lorena Cunha,Centro-Oeste,3,IES MT,10,Campus MT 2,27
13135181,Sr. Fernando Nogueira,Sudeste,4,IES SP,11,Campus SP 2,28
13135182,Sr. Vicente Cunha,Sudeste,4,IES ES,12,Campus ES 2,29
13135183,Dra. Sophie Ramos,Sudeste,4,IES RJ,13,Campus RJ 2,30
13135184,Dr. Matheus Moraes,Sudeste,4,IES MG,14,Campus MG 2,31
13135185,Bryan Fernandes,Sul,5,IES RS,15,Campus RS 2,32
13135186,Luana Almeida,Sul,5,IES SC,16,Campus SC 2,33
13135187,Larissa Costela,Sul,5,IES PR,17,Campus PR 2,34
13135188,Marcela Rocha,Norte,1,IES AM,1,Campus AM 3,35
13135189,Yasmin Pinto,Norte,1,IES RR,2,Campus RR 3,36
13135190,Sophie Pires,Norte,1,IES PA,3,Campus PA 3,37
13135191,Sra. Heloísa Rezende,Nordeste,2,IES BA,4,Campus BA 3,38
13135192,João Lucas Peixoto,Nordeste,2,IES RN,5,Campus RN 3,39
13135193,Alana Lima,Nordeste,2,IES SE,6,Campus SE 3,40
13135194,Heloísa Rodrigues,Nordeste,2,IES AL,7,Campus AL 3,41
13135195,Dra. Maria Julia da Luz,Centro-Oeste,3,IES GO,8,Campus GO 3,42
13135196,Sr. Benício da Mata,Centro-Oeste,3,IES DF,9,Campus DF 3,43
13135197,Dr. Diogo Peixoto,Centro-Oeste,3,IES MT,10,Campus MT 3,44
13135198,Leandro Barros,Sudeste,4,IES SP,11,Campus SP 3,45
13135199,Esther Fernandes,Sudeste,4,IES ES,12,Campus ES 3,46
13135200,Anthony Monteiro,Sudeste,4,IES RJ,13,Campus RJ 3,47
13135201,Otávio Gomes,Sudeste,4,IES MG,14,Campus MG 3,48
13135202,Srta. Maria Fernanda Moraes,Sul,5,IES RS,15,Campus RS 3,49
13135203,Isaac Cunha,Sul,5,IES SC,16,Campus SC 3,50
13135204,Marcos Vinicius Souza,Sul,5,IES PR,17,Campus PR 3,51
13135205,Julia Pereira,Norte,1,IES AM,1,Campus AM 4,52
13135206,Sofia Silva,Norte,1,IES RR,2,Campus RR 4,53
13135207,Augusto Costa,Norte,1,IES PA,3,Campus PA 4,54
13135208,Clara Dias,Nordeste,2,IES BA,4,Campus BA 4,55
13135209,Julia Mendes,Nordeste,2,IES RN,5,Campus RN 4,56
13135210,Sofia Caldeira,Nordeste,2,IES SE,6,Campus SE 4,57
13135211,Murilo Viana,Nordeste,2,IES AL,7,Campus AL 4,58
13135212,Brenda Lopes,Centro-Oeste,3,IES GO,8,Campus GO 4,59
13135213,Yuri Melo,Centro-Oeste,3,IES DF,9,Campus DF 4,60
13135214,Heloísa Alves,Centro-Oeste,3,IES MT,10,Campus MT 4,61
13135215,Vicente da Rosa,Sudeste,4,IES SP,11,Campus SP 4,62
13135216,João Vitor Gomes,Sudeste,4,IES ES,12,Campus ES 4,63
13135217,Yago Moreira,Sudeste,4,IES RJ,13,Campus RJ 4,64
13135218,Juan da Costa,Sudeste,4,IES SP,11,Campus SP 1,11
13135219,Thiago Monteiro,Sudeste,4,IES ES,12,Campus ES 1,12
13135220,Dr. Nathan Caldeira,Sudeste,4,IES RJ,13,Campus RJ 1,13
13135221,Maria Julia Cardoso,Sudeste,4,IES MG,14,Campus MG 1,14
13135222,Lucas da Costa,Sul,5,IES RS,15,Campus RS 1,15
13135223,Dr. Marcos Vinicius Costa,Sul,5,IES SC,16,Campus SC 1,16
13135224,Vicente Pires,Sul,5,IES PR,17,Campus PR 1,17
13135225,Vinicius Rezende,Norte,1,IES AM,1,Campus AM 2,18
13135226,Maria Clara Dias,Norte,1,IES RR,2,Campus RR 2,19
13135227,Augusto Souza,Norte,1,IES PA,3,Campus PA 2,20
13135228,Sr. Renan da Mata,Nordeste,2,IES BA,4,Campus BA 2,21
13135229,Srta. Kamilly Peixoto,Nordeste,2,IES RN,5,Campus RN 2,22
13135230,Júlia Martins,Nordeste,2,IES SE,6,Campus SE 2,23
13135231,Pedro Rodrigues,Nordeste,2,IES AL,7,Campus AL 2,24
13135232,João Gabriel Melo,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13135233,Ana Sophia Rezende,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13135234,Pietro Almeida,Centro-Oeste,3,IES MT,10,Campus MT 2,27
13135235,Sr. Matheus da Conceição,Sudeste,4,IES SP,11,Campus SP 2,28
13135236,João Pedro Farias,Sudeste,4,IES ES,12,Campus ES 2,29
13135237,Srta. Carolina Martins,Sudeste,4,IES RJ,13,Campus RJ 2,30
13135238,Camila Pinto,Sudeste,4,IES SP,11,Campus SP 1,11
13135239,Ana Luiza da Mata,Sudeste,4,IES ES,12,Campus ES 1,12
13135240,Ana Vitória Cavalcanti,Sudeste,4,IES RJ,13,Campus RJ 1,13
13135241,Rebeca Fernandes,Sudeste,4,IES MG,14,Campus MG 1,14
13135242,Sra. Laura da Cunha,Sul,5,IES RS,15,Campus RS 1,15
13135243,Larissa Aragão,Sul,5,IES SC,16,Campus SC 1,16
13135244,Sabrina Costa,Sul,5,IES PR,17,Campus PR 1,17
13135245,Dr. Leonardo Jesus,Norte,1,IES AM,1,Campus AM 2,18
13135246,Davi Lucas Rodrigues,Norte,1,IES RR,2,Campus RR 2,19
13135247,Dr. Luigi Duarte,Norte,1,IES PA,3,Campus PA 2,20
13135248,Augusto Costela,Nordeste,2,IES BA,4,Campus BA 2,21
13135249,Ana Carolina Gomes,Nordeste,2,IES RN,5,Campus RN 2,22
13135250,Dra. Daniela Silveira,Nordeste,2,IES SE,6,Campus SE 2,23
13135251,Thomas Silva,Nordeste,2,IES AL,7,Campus AL 2,24
13135252,Vitor Gabriel Lima,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13135253,Benjamin Mendes,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13135254,Alice Freitas,Norte,1,IES AM,1,Campus AM 1,1
13135255,Luigi Pinto,Norte,1,IES RR,2,Campus RR 1,2
13135256,Maria Clara Nascimento,Norte,1,IES PA,3,Campus PA 1,3
13135257,Alexia Alves,Nordeste,2,IES BA,4,Campus BA 1,4
13135258,Lara Fernandes,Nordeste,2,IES RN,5,Campus RN 1,5
13135259,Sr. Gustavo Henrique Fernandes,Nordeste,2,IES SE,6,Campus SE 1,6
13135260,Vicente Caldeira,Nordeste,2,IES AL,7,Campus AL 1,7
13135261,Marcelo Sales,Centro-Oeste,3,IES GO,8,Campus GO 1,8
13135262,Davi Lucca da Luz,Centro-Oeste,3,IES DF,9,Campus DF 1,9
13135263,Sr. André Melo,Centro-Oeste,3,IES MT,10,Campus MT 1,10
13135264,Lívia Cardoso,Sudeste,4,IES SP,11,Campus SP 1,11
13135265,Maria Julia da Luz,Sudeste,4,IES ES,12,Campus ES 1,12
13135266,Nicolas Rodrigues,Sudeste,4,IES RJ,13,Campus RJ 1,13
13135267,Luiza Cardoso,Sudeste,4,IES MG,14,Campus MG 1,14
13135268,Otávio Dias,Sul,5,IES RS,15,Campus RS 1,15
13135269,Isaac Gonçalves,Sul,5,IES SC,16,Campus SC 1,16
13135270,Ian Costela,Sul,5,IES PR,17,Campus PR 1,17
13135271,Joaquim Barbosa,Norte,1,IES AM,1,Campus AM 2,18
13135272,Murilo Vieira,Norte,1,IES RR,2,Campus RR 2,19
13135273,Vitor Gabriel Ferreira,Norte,1,IES PA,3,Campus PA 2,20
13135274,Eduarda da Cruz,Nordeste,2,IES BA,4,Campus BA 2,21
13135275,Ana Luiza Pires,Nordeste,2,IES RN,5,Campus RN 2,22
13135276,Nathan Costa,Nordeste,2,IES SE,6,Campus SE 2,23
13135277,Lorenzo Azevedo,Nordeste,2,IES AL,7,Campus AL 2,24
13135278,Maria Alice da Rocha,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13135279,Diogo da Costa,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13135280,Luiz Otávio Melo,Centro-Oeste,3,IES MT,10,Campus MT 2,27
13135281,Sra. Clara Fogaça,Sudeste,4,IES SP,11,Campus SP 2,28
13135282,Dra. Isis Santos,Sudeste,4,IES ES,12,Campus ES 2,29
13135283,Dra. Maria Sophia Barbosa,Sudeste,4,IES RJ,13,Campus RJ 2,30
13135284,Sr. Murilo Fogaça,Sudeste,4,IES MG,14,Campus MG 2,31
13135285,Lucca Monteiro,Sul,5,IES RS,15,Campus RS 2,32
13135286,Raquel Carvalho,Sul,5,IES SC,16,Campus SC 2,33
13135287,Srta. Yasmin Santos,Sul,5,IES PR,17,Campus PR 2,34
13135288,Daniel da Luz,Norte,1,IES AM,1,Campus AM 3,35
13135289,Rodrigo da Rosa,Norte,1,IES RR,2,Campus RR 3,36
13135290,Lara Correia,Norte,1,IES PA,3,Campus PA 3,37
13135291,Isabel Sales,Nordeste,2,IES BA,4,Campus BA 3,38
13135292,Ana Julia Cavalcanti,Nordeste,2,IES RN,5,Campus RN 3,39
13135293,Luiz Miguel da Rocha,Nordeste,2,IES SE,6,Campus SE 3,40
13135294,Maria Melo,Nordeste,2,IES AL,7,Campus AL 3,41
13135295,Daniela Nascimento,Centro-Oeste,3,IES GO,8,Campus GO 3,42
13135296,Davi Melo,Centro-Oeste,3,IES DF,9,Campus DF 3,43
13135297,Maria Luiza Ferreira,Centro-Oeste,3,IES MT,10,Campus MT 3,44
13135298,Sra. Clarice Nogueira,Sudeste,4,IES SP,11,Campus SP 3,45
13135299,Vitória Rocha,Sudeste,4,IES ES,12,Campus ES 3,46
13135300,Maria Julia Aragão,Sudeste,4,IES RJ,13,Campus RJ 3,47
13135301,Arthur Viana,Sudeste,4,IES MG,14,Campus MG 3,48
13135302,Valentina Martins,Sul,5,IES RS,15,Campus RS 3,49
13135303,Bryan Barbosa,Sul,5,IES SC,16,Campus SC 3,50
13135304,Maria Vitória Vieira,Sul,5,IES PR,17,Campus PR 3,51
13135305,Sra. Eduarda Ribeiro,Norte,1,IES AM,1,Campus AM 4,52
13135306,André Gonçalves,Norte,1,IES RR,2,Campus RR 4,53
13135307,Vicente Rodrigues,Norte,1,IES PA,3,Campus PA 4,54
13135308,Luiz Fernando Cavalcanti,Nordeste,2,IES BA,4,Campus BA 4,55
13135309,Emanuel da Mata,Nordeste,2,IES RN,5,Campus RN 4,56
13135310,Sabrina Ferreira,Nordeste,2,IES SE,6,Campus SE 4,57
13135311,Mariane Fernandes,Nordeste,2,IES AL,7,Campus AL 4,58
13135312,Maria Cecília Nogueira,Centro-Oeste,3,IES GO,8,Campus GO 4,59
13135313,Sophie da Costa,Centro-Oeste,3,IES DF,9,Campus DF 4,60
13135314,Lorena da Rosa,Centro-Oeste,3,IES MT,10,Campus MT 4,61
13135315,Luiz Felipe Nascimento,Sudeste,4,IES SP,11,Campus SP 4,62
13135316,Daniel da Rosa,Sudeste,4,IES ES,12,Campus ES 4,63
13135317,Sr. Cauê Mendes,Sudeste,4,IES RJ,13,Campus RJ 4,64
13135318,Ana Laura da Mata,Sudeste,4,IES SP,11,Campus SP 1,11
13135319,Carolina Silva,Sudeste,4,IES ES,12,Campus ES 1,12
13135320,Valentina Cardoso,Sudeste,4,IES RJ,13,Campus RJ 1,13
13135321,Isaac Melo,Sudeste,4,IES MG,14,Campus MG 1,14
13135322,Juliana Cardoso,Sul,5,IES RS,15,Campus RS 1,15
13135323,João Gabriel Rezende,Sul,5,IES SC,16,Campus SC 1,16
13135324,Davi Luiz Sales,Sul,5,IES PR,17,Campus PR 1,17
13135325,Enzo Gabriel Teixeira,Norte,1,IES AM,1,Campus AM 2,18
13135326,Yasmin Araújo,Norte,1,IES RR,2,Campus RR 2,19
13135327,João Pedro Cardoso,Norte,1,IES PA,3,Campus PA 2,20
13135328,Dr. Felipe Costa,Nordeste,2,IES BA,4,Campus BA 2,21
13135329,Nicole da Mota,Nordeste,2,IES RN,5,Campus RN 2,22
13135330,Maria Cecília Cunha,Nordeste,2,IES SE,6,Campus SE 2,23
13135331,Gustavo Alves,Nordeste,2,IES AL,7,Campus AL 2,24
13135332,Dr. Thiago Moura,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13135333,Srta. Maitê Barros,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13135334,Raul Moraes,Centro-Oeste,3,IES MT,10,Campus MT 2,27
13135335,Pietra da Conceição,Sudeste,4,IES SP,11,Campus SP 2,28
13135336,Vinicius da Costa,Sudeste,4,IES ES,12,Campus ES 2,29
13135337,Gustavo Henrique Silveira,Sudeste,4,IES RJ,13,Campus RJ 2,30
13135338,João Lucas Dias,Sudeste,4,IES SP,11,Campus SP 1,11
13135339,Ian Novaes,Sudeste,4,IES ES,12,Campus ES 1,12
13135340,Eduarda Monteiro,Sudeste,4,IES RJ,13,Campus RJ 1,13
13135341,Noah da Costa,Sudeste,4,IES MG,14,Campus MG 1,14
13135342,Heitor Santos,Sul,5,IES RS,15,Campus RS 1,15
13135343,Emilly Ramos,Sul,5,IES SC,16,Campus SC 1,16
13135344,Gabriela Gonçalves,Sul,5,IES PR,17,Campus PR 1,17
13135345,Sra. Joana da Cruz,Norte,1,IES AM,1,Campus AM 2,18
13135346,Pedro Henrique Barros,Norte,1,IES RR,2,Campus RR 2,19
13135347,Dra. Isabella Rocha,Norte,1,IES PA,3,Campus PA 2,20
13135348,Dra. Sofia Moura,Nordeste,2,IES BA,4,Campus BA 2,21
13135349,Luiz Fernando Freitas,Nordeste,2,IES RN,5,Campus RN 2,22
13135350,João Vitor da Mota,Nordeste,2,IES SE,6,Campus SE 2,23
13135351,Davi Lucas Campos,Nordeste,2,IES AL,7,Campus AL 2,24
13135352,Luana Melo,Centro-Oeste,3,IES GO,8,Campus GO 2,25
13135353,Heloísa Pereira,Centro-Oeste,3,IES DF,9,Campus DF 2,26
13135354,Alícia da Mata,Norte,1,IES AM,1,Campus AM 1,1
13135355,Augusto Ribeiro,Norte,1,IES RR,2,Campus RR 1,2
13135356,Lavínia Nunes,Norte,1,IES PA,3,Campus PA 1,3
13135357,Larissa Pereira,Nordeste,2,IES BA,4,Campus BA 1,4
13135358,Dra. Evelyn Farias,Nordeste,2,IES RN,5,Campus RN 1,5
13135359,Heloísa Nascimento,Nordeste,2,IES SE,6,Campus SE 1,6
13135360,Dr. Cauê Mendes,Nordeste,2,IES AL,7,Campus AL 1,7
13135361,Yasmin Barbosa,Centro-Oeste,3,IES GO,8,Campus GO 1,8
13135362,Maria Cecília Caldeira,Centro-Oeste,3,IES DF,9,Campus DF 1,9
13135363,Sarah Moraes,Centro-Oeste,3,IES MT,10,Campus MT 1,10
13135364,Felipe da Luz,Sudeste,4,IES SP,11,Campus SP 1,11
13135365,Alícia Monteiro,Sudeste,4,IES ES,12,Campus ES 1,12
13135366,André da Rocha,Sudeste,4,IES RJ,13,Campus RJ 1,13
13135367,Dr. Vicente Fernandes,Sudeste,4,IES MG,14,Campus MG 1,14
13135368,Sr. Kaique Mendes,Sul,5,IES RS,15,Campus RS 1,15
13135369,Dr. Yuri Moura,Sul,5,IES SC,16,Campus SC 1,16
13135370,Maria Julia da Mota,Sul,5,IES PR,17,Campus PR 1,17
13135371,Pietra Moraes,Norte,1,IES AM,1,Campus AM 2,18
